pos	motif	type	treated_fixed_count	treated_depth	control_fixed_count	control_depth
NR_003287.4_RNA28SN5_4597	NNUNN	Psi	1507	1531	2992	2994
NR_003287.4_RNA28SN5_46	NNUNN	Psi	1042	1089	1842	1999
NR_003287.4_RNA28SN5_4601	NNUNN	Psi	1677	1687	3201	3201
NR_003287.4_RNA28SN5_4619	NNUNN	Psi	1982	1985	4045	4047
NR_003287.4_RNA28SN5_4620	NNUNN	Psi	2003	2007	4025	4025
NR_003287.4_RNA28SN5_4627	NNUNN	Psi	1823	1831	3497	3498
NR_003287.4_RNA28SN5_4628	NNUNN	Psi	747	1812	3635	3635
NR_003287.4_RNA28SN5_4629	NNUNN	Psi	1810	1815	3601	3602
NR_003287.4_RNA28SN5_4632	NNUNN	Psi	1780	1780	3399	3399
NR_003287.4_RNA28SN5_4634	NNUNN	Psi	1772	1773	3310	3311
NR_003287.4_RNA28SN5_4636	NNUNN	Psi	1395	1645	3072	3073
NR_003287.4_RNA28SN5_4638	NNUNN	Psi	1657	1658	3054	3055
NR_003287.4_RNA28SN5_4641	NNUNN	Psi	1632	1651	2939	2943
NR_003287.4_RNA28SN5_4642	NNUNN	Psi	1411	1412	2467	2468
NR_003287.4_RNA28SN5_4646	NNUNN	Psi	1371	1386	2212	2214
NR_003287.4_RNA28SN5_4657	NNUNN	Psi	950	954	1338	1343
NR_003287.4_RNA28SN5_4668	NNUNN	Psi	1453	1462	2546	2548
NR_003287.4_RNA28SN5_467	NNUNN	Psi	4453	4469	4941	4941
NR_003287.4_RNA28SN5_4673	NNUNN	Psi	1225	1818	3519	3524
NR_003287.4_RNA28SN5_4675	NNUNN	Psi	1987	2002	3988	3989
NR_003287.4_RNA28SN5_4677	NNUNN	Psi	1796	2075	3499	4078
NR_003287.4_RNA28SN5_468	NNUNN	Psi	4576	4596	5087	5088
NR_003287.4_RNA28SN5_4682	NNUNN	Psi	2699	2714	4690	4690
NR_003287.4_RNA28SN5_4683	NNUNN	Psi	2753	2762	4768	4773
NR_003287.4_RNA28SN5_4685	NNUNN	Psi	2997	3018	5076	5077
NR_003287.4_RNA28SN5_4689	NNUNN	Psi	1038	3384	5503	5504
NR_003287.4_RNA28SN5_4697	NNUNN	Psi	3916	3935	5662	5669
NR_003287.4_RNA28SN5_4699	NNUNN	Psi	4036	4041	5560	5561
NR_003287.4_RNA28SN5_4703	NNUNN	Psi	4298	4319	5523	5528
NR_003287.4_RNA28SN5_4709	NNUNN	Psi	4080	4183	5090	5092
NR_003287.4_RNA28SN5_4728	NNUNN	Psi	2080	2083	2147	2150
NR_003287.4_RNA28SN5_4748	NNUNN	Psi	5134	5142	7860	7860
NR_003287.4_RNA28SN5_4752	NNUNN	Psi	5220	5235	7867	7888
NR_003287.4_RNA28SN5_4753	NNUNN	Psi	5179	5193	7927	7927
NR_003287.4_RNA28SN5_4758	NNUNN	Psi	5631	5641	8526	8535
NR_003287.4_RNA28SN5_4763	NNUNN	Psi	6550	6557	7150	7151
NR_003287.4_RNA28SN5_4770	NNUNN	Psi	9892	9973	7686	7690
NR_003287.4_RNA28SN5_4779	NNUNN	Psi	14672	14792	11426	11458
NR_003287.4_RNA28SN5_4781	NNUNN	Psi	15885	16343	12069	12091
NR_003287.4_RNA28SN5_4807	NNUNN	Psi	64756	65352	49449	49546
NR_003287.4_RNA28SN5_4838	NNUNN	Psi	51354	51632	37721	37736
NR_003287.4_RNA28SN5_484	NNUNN	Psi	8046	8118	8408	8411
NR_003287.4_RNA28SN5_4864	NNUNN	Psi	2310	2334	1465	1471
NR_003287.4_RNA28SN5_4869	NNUNN	Psi	1939	1942	1184	1189
NR_003287.4_RNA28SN5_4876	NNUNN	Psi	7380	7396	8938	8941
NR_003287.4_RNA28SN5_4881	NNUNN	Psi	62908	63036	93215	93229
NR_003287.4_RNA28SN5_4882	NNUNN	Psi	85605	85702	110562	110569
NR_003287.4_RNA28SN5_4885	NNUNN	Psi	127154	128947	152291	152381
NR_003287.4_RNA28SN5_4888	NNUNN	Psi	165496	165593	196974	196989
NR_003287.4_RNA28SN5_49	NNUNN	Psi	1088	1093	1967	1967
NR_003287.4_RNA28SN5_492	NNUNN	Psi	9689	9709	8650	8654
NR_003287.4_RNA28SN5_4925	NNUNN	Psi	127093	127367	124834	124858
NR_003287.4_RNA28SN5_4932	NNUNN	Psi	64835	64990	62796	62818
NR_003287.4_RNA28SN5_494	NNUNN	Psi	10572	10620	9089	9092
NR_003287.4_RNA28SN5_4946	NNUNN	Psi	4834	4859	4655	4658
NR_003287.4_RNA28SN5_4947	NNUNN	Psi	4532	4548	4601	4604
NR_003287.4_RNA28SN5_4950	NNUNN	Psi	4334	4341	4605	4606
NR_003287.4_RNA28SN5_4959	NNUNN	Psi	3886	3891	5264	5265
NR_003287.4_RNA28SN5_4965	NNUNN	Psi	3688	3691	5419	5421
NR_003287.4_RNA28SN5_4972	NNUNN	Psi	589	1868	3176	3177
NR_003287.4_RNA28SN5_4973	NNUNN	Psi	1789	1919	3186	3186
NR_003287.4_RNA28SN5_4976	NNUNN	Psi	1958	1969	2956	2956
NR_003287.4_RNA28SN5_4985	NNUNN	Psi	1376	1376	1692	1695
NR_003287.4_RNA28SN5_4988	NNUNN	Psi	1489	1492	2137	2139
NR_003287.4_RNA28SN5_4989	NNUNN	Psi	1643	1648	2313	2316
NR_003287.4_RNA28SN5_4991	NNUNN	Psi	1739	1745	2619	2620
NR_003287.4_RNA28SN5_4995	NNUNN	Psi	6847	6863	20588	20592
NR_003287.4_RNA28SN5_5001	NNUNN	Psi	19321	25815	95145	95148
NR_003287.4_RNA28SN5_5002	NNUNN	Psi	27836	27853	95449	95454
NR_003287.4_RNA28SN5_5003	NNUNN	Psi	28112	28114	95531	95535
NR_003287.4_RNA28SN5_5006	NNUNN	Psi	28954	28979	96113	96114
NR_003287.4_RNA28SN5_5010	NNUNN	Psi	23006	29030	96164	96168
NR_003287.4_RNA28SN5_5022	NNUNN	Psi	18390	18512	44604	44625
NR_003287.4_RNA28SN5_5026	NNUNN	Psi	6923	6989	12501	12790
NR_003287.4_RNA28SN5_5030	NNUNN	Psi	5241	5322	6436	6447
NR_003287.4_RNA28SN5_5035	NNUNN	Psi	4811	4841	5106	5106
NR_003287.4_RNA28SN5_5037	NNUNN	Psi	4371	4378	4686	4686
NR_003287.4_RNA28SN5_5039	NNUNN	Psi	3856	3861	4137	4138
NR_003287.4_RNA28SN5_5040	NNUNN	Psi	3745	3766	4001	4003
NR_003287.4_RNA28SN5_5046	NNUNN	Psi	2963	2980	3327	3328
NR_003287.4_RNA28SN5_5053	NNUNN	Psi	2501	2521	2944	2945
NR_003287.4_RNA28SN5_5065	NNUNN	Psi	1549	1550	2054	2054
NR_003287.4_RNA28SN5_5066	NNUNN	Psi	1522	1523	2018	2018
NR_003287.4_RNA28SN5_5067	NNUNN	Psi	1488	1488	1976	1976
NR_003287.4_RNA28SN5_5069	NNUNN	Psi	1421	1421	1886	1886
NR_003287.4_RNA28SN5_510	NNUNN	Psi	18634	18913	15066	15071
NR_003287.4_RNA28SN5_512	NNUNN	Psi	24577	24610	24889	24902
NR_003287.4_RNA28SN5_513	NNUNN	Psi	25953	26009	25431	25440
NR_003287.4_RNA28SN5_514	NNUNN	Psi	29902	30071	30273	30278
NR_003287.4_RNA28SN5_526	NNUNN	Psi	32298	32361	35251	35267
NR_003287.4_RNA28SN5_527	NNUNN	Psi	31862	32476	34860	34874
NR_003287.4_RNA28SN5_530	NNUNN	Psi	33968	34084	36009	36034
NR_003287.4_RNA28SN5_540	NNUNN	Psi	37281	37436	39669	39700
NR_003287.4_RNA28SN5_551	NNUNN	Psi	68416	68685	51627	51660
NR_003287.4_RNA28SN5_555	NNUNN	Psi	72156	72370	55530	55569
NR_003287.4_RNA28SN5_556	NNUNN	Psi	72454	72890	55009	55089
NR_003287.4_RNA28SN5_570	NNUNN	Psi	68237	68645	73988	74017
NR_003287.4_RNA28SN5_573	NNUNN	Psi	63738	63899	72605	72628
NR_003287.4_RNA28SN5_576	NNUNN	Psi	54284	54527	68227	68269
NR_003287.4_RNA28SN5_579	NNUNN	Psi	48462	48782	65221	65268
NR_003287.4_RNA28SN5_68	NNUNN	Psi	1100	1173	1779	2029
NR_003287.4_RNA28SN5_687	NNUNN	Psi	28262	28271	25772	25775
NR_003287.4_RNA28SN5_688	NNUNN	Psi	28101	28189	25778	25781
NR_003287.4_RNA28SN5_689	NNUNN	Psi	27863	28178	25724	25731
NR_003287.4_RNA28SN5_702	NNUNN	Psi	4289	4435	3554	3634
NR_003287.4_RNA28SN5_717	NNUNN	Psi	3711	3767	3067	3073
NR_003287.4_RNA28SN5_728	NNUNN	Psi	32108	32186	49961	49985
NR_003287.4_RNA28SN5_750	NNUNN	Psi	70937	70992	86768	86781
NR_003287.4_RNA28SN5_754	NNUNN	Psi	63953	64276	75219	75232
NR_003287.4_RNA28SN5_767	NNUNN	Psi	5790	5853	4009	4026
NR_003287.4_RNA28SN5_77	NNUNN	Psi	1834	1855	2694	2694
NR_003287.4_RNA28SN5_771	NNUNN	Psi	5355	5401	3574	3580
NR_003287.4_RNA28SN5_775	NNUNN	Psi	5163	5223	3865	3874
NR_003287.4_RNA28SN5_779	NNUNN	Psi	8968	9035	12989	13004
NR_003287.4_RNA28SN5_78	NNUNN	Psi	1766	1880	2685	2685
NR_003287.4_RNA28SN5_783	NNUNN	Psi	35875	36284	45734	45757
NR_003287.4_RNA28SN5_786	NNUNN	Psi	90669	91939	102284	102522
NR_003287.4_RNA28SN5_789	NNUNN	Psi	167580	168612	199495	199633
NR_003287.4_RNA28SN5_792	NNUNN	Psi	260675	263664	275976	278885
NR_003287.4_RNA28SN5_799	NNUNN	Psi	360276	361522	332240	332378
NR_003287.4_RNA28SN5_8	NNUNN	Psi	539	543	1029	1029
NR_003287.4_RNA28SN5_801	NNUNN	Psi	368780	370649	335612	335709
NR_003287.4_RNA28SN5_82	NNUNN	Psi	1943	1964	2787	2815
NR_003287.4_RNA28SN5_820	NNUNN	Psi	371938	373728	321322	322421
NR_003287.4_RNA28SN5_827	NNUNN	Psi	320349	322440	289898	290957
NR_003287.4_RNA28SN5_844	NNUNN	Psi	305407	306278	252273	253073
NR_003287.4_RNA28SN5_86	NNUNN	Psi	2048	2053	2866	2866
NR_003287.4_RNA28SN5_868	NNUNN	Psi	112762	113264	74484	74793
NR_003287.4_RNA28SN5_911	NNUNN	Psi	46664	46736	45765	45767
NR_003287.4_RNA28SN5_913	NNUNN	Psi	45844	45911	44686	44693
NR_003287.4_RNA28SN5_914	NNUNN	Psi	45420	45503	44044	44047
NR_003287.4_RNA28SN5_937	NNUNN	Psi	8267	8399	3744	3744
NR_003287.4_RNA28SN5_945	NNUNN	Psi	7589	7729	3678	3679
NR_003287.4_RNA28SN5_96	NNUNN	Psi	2169	2196	2612	2623
NR_003287.4_RNA28SN5_971	NNUNN	Psi	4465	4488	2962	2971
NR_003287.4_RNA28SN5_980	NNUNN	Psi	42106	42250	65148	65217
NR_003287.4_RNA28SN5_982	NNUNN	Psi	57373	57507	82039	82118
NR_003287.4_RNA28SN5_989	NNUNN	Psi	131363	132228	147741	147800
